film_screening,film_creator,film_title,film_duration_human,film_filename,film_vimeo,film_url
12:23,Sean Snyder,Schema (Television) (2006-07),7′,Snyder-Sean_Schema-Television_2007.mp4,https://player.vimeo.com/video/131764017,http://ubuvideo.memoryoftheworld.org/Snyder-Sean_Schema-Television_2007.mp4
12:31,Alexander Sokurov,,10′,Sokurov-Aleksandr_Sonata-dlya-Gitlera_1989.mp4,https://player.vimeo.com/video/131764112,http://ubuvideo.memoryoftheworld.org/Sokurov-Aleksandr_Sonata-dlya-Gitlera_1989.mp4
12:41,David Wojnarowicz,Super 8 (1988),1′,Wojnarowicz-David_Super-8_1988.m4v,https://player.vimeo.com/video/135115310,http://ubuvideo.memoryoftheworld.org/Wojnarowicz-David_Super-8_1988.m4v
12:42,George Landow (aka Owen Land),Remedial Reading Comprehension (1970),4′,Landow-George_Remedial-Readingprehension_1970.iphone.m4v,https://player.vimeo.com/video/127519738,http://ubuvideo.memoryoftheworld.org/Landow-George_Remedial-Readingprehension_1970.iphone.m4v
12:47,Anton Corbijn,Some YoYo Stuff: An observation of the observations of Don Van Vliet by Anton Corbijn (1993),12′,Corbijn-Anton_Some-Yoyo-Stuff_Don-Van-Vliet.mp4,https://player.vimeo.com/video/124113599,http://ubuvideo.memoryoftheworld.org/Corbijn-Anton_Some-Yoyo-Stuff_Don-Van-Vliet.mp4
13:00,Terry Adkins,>Dante Paradiso XXVII (2010),9′,Adkins-Terry_Dante-Paradiso-XXVII.mp4,https://player.vimeo.com/video/233053933,http://ubuvideo.memoryoftheworld.org/Adkins-Terry_Dante-Paradiso-XXVII.mp4
13:09,Andrew Norman Wilson,Workers Leaving the Googleplex (2011),11′,Wilson_Andrew_WorkersLeavingTheGoogleplex_2011.iphone.m4v,https://player.vimeo.com/video/128211387,http://ubuvideo.memoryoftheworld.org/Wilson_Andrew_WorkersLeavingTheGoogleplex_2011.iphone.m4v
13:20,Gregory Markopoulos,Christmas USA (1949),13′,Markopoulos_Gregory-J_Christmas-USA_1949.mp4,https://player.vimeo.com/video/127960017,http://ubuvideo.memoryoftheworld.org/Markopoulos_Gregory-J_Christmas-USA_1949.mp4
13:33,Tom Sachs,,60″,Sachs-Tom_Space-Program-2-Mars-2001.m4v,https://player.vimeo.com/video/133438391,http://ubuvideo.memoryoftheworld.org/Sachs-Tom_Space-Program-2-Mars-2001.m4v
13:34,Shana Moulton,The Mountain Where Everything is Upside Down (2008),4′,Moulton_Shana_The-Mountain-Where-Everything-is-Upside-Down_2008.mp4,https://player.vimeo.com/video/128598978,http://ubuvideo.memoryoftheworld.org/Moulton_Shana_The-Mountain-Where-Everything-is-Upside-Down_2008.mp4
